4.866139888763428, 0.1228, 0.13060001
6.655416011810303, 0.1393, 0.1322
9.0847749710083, 0.21879999, 0.205
10.847213983535767, 0.34760001, 0.3452
12.646853923797607, 0.4452, 0.44
15.091032028198242, 0.51910001, 0.51899999
17.52865195274353, 0.62580001, 0.62650001
20.00075387954712, 0.65319997, 0.64969999
22.46791100502014, 0.6584, 0.65469998
24.353178024291992, 0.67309999, 0.66970003
26.810667037963867, 0.72009999, 0.71820003
28.94646382331848, 0.77780002, 0.77329999
31.551610946655273, 0.79540002, 0.79269999
33.696362018585205, 0.81519997, 0.81349999
35.89884400367737, 0.83829999, 0.83530003
38.478320837020874, 0.8391, 0.83429998
40.348129987716675, 0.84219998, 0.83389997
42.206218957901, 0.8477, 0.8387
44.0747230052948, 0.85210001, 0.84170002
46.00396394729614, 0.85460001, 0.84359998
48.45318794250488, 0.86159998, 0.84649998
50.418272972106934, 0.8707, 0.85079998
52.94950580596924, 0.8739, 0.85000002
